index	Domain	Label	Rating	Review
45	Jewelry	POS	4	this ring be quite lovely , though it definitely have the `` costume '' jewelry look . it look -lrb- as far as the cameo -rrb- a bit better in the picture than in real life . in reality , the cameo portion look plastic and a little cheap compare to the rest of the ring . I enjoy wear it though as I be not overly concern with it look plastic . Have have a couple people comment on its look , as I have not see any like this at the department store or other specialty store locally .
330	Jewelry	POS	5	I order this ring and it take a little under a week to get here . it look very similiar to the picture . the cz be a nice size . the band be a little thinner than show . I be very happy with this purchase = -rrb- \*\*\* Update 10\/14\/11 \*\*\* ive be wear this ring since 2007 and I still get compliment on it -lrb- and some people even think its real -rrb- ! it still sparkle like new five year later !
664	Jewelry	NEG	1	this be a beautiful ring . I wear it for 5 day & get lot of compliment . however , on the 5th day i look down & the cubic zirconium stone be miss . I wonder , after I get it , if I should have have it tighten . I do not and now I have a silver band miss the stone .
304	Jewelry	NEG	2	nice ring for the a inexpensive ring , but one stone be miss . it be not worth return it as you would pay more for postage than what the ring cost .
19	Jewelry	POS	5	the ring arrive on time and be the one show in the picture . inexpensive , nice-looking , and my girlfriend like it !
693	Jewelry	POS	5	I order this ring for my husband for every day use . the quality be good and the shipping also be fast . I be satisfy with my purchase .
946	Jewelry	POS	4	I purchase this ring for my mother as part of she Christmas present . we be part irish and she have always love that culture . she dream vacation would be to go but since we could not afford to take she there , I could at least bring some of it to she . the ring be beautiful . no tarnish or blatant sign of cheapness , clear design , good color to the silver . it run very true to size and be way more delicate in real life than what it look like in the picture but I love that about it . the only draw back be that the inside be very clearly stamped THAILAND on the band which I be sure say something about it be quality or it be origin , and I be a little disappointed over that . all in all I be satisfy with it : -rrb-
146	Jewelry	NEG	1	the ring be nothing like I think it would be . it be cheap look . maybe other who order this ring and write great review get a better product . the one I receive be so cheap . I will be return this ring .
979	Jewelry	POS	4	I like this ring a lot , it be very masculine and well-detailed . I give it a 4 star because it bend easy on the lower half of the band - I have have to bend it back to a circle several time after just do simple thing around the house . it also scratch a bit easy . nice ring to wear around , but not a very good ring to wear if you be go to be work around the house or deal with lift heavy object .
297	Jewelry	NEG	1	it be a very pretty ring . its stone stand out really far and it catch on everything I touch . the ring last two day and I notice that the stone be go . a total waste of money .
674	Jewelry	POS	5	I order this ring for my daughter , who be very petite . I think I order a size 5 but receive a size 10 . OMG be my first reaction but then a dear dear friend come to mind and it be perfect . she be a bigger girl , 5ft . 10 in . and the ring look beautiful and she be thrill .
207	Jewelry	NEG	2	very pretty ring but stone fall . out three day after get it other than that the ring be very lovely wish I could get another one but scare it will happen again
81	Jewelry	POS	5	this ring be beautiful and well make . it fit perfectly and I receive it quickly . I be very happy with my ring .
499	Jewelry	POS	5	I be so pleased with this ring ! it be even prettier than the picture show . it come fast , and be package beautifully .
387	Jewelry	NEG	1	the ring look foggy and not clear . I wear it for two day 's and take it off . I 'll probably replace the stone with a better one because the setting be sterling silver .
772	Jewelry	NEG	2	this ring be lovely when I first receive it , even if the `` garnet '' be orange . this ring be give to I as a promise ring and I wear it every day but I be not rough with it . even though I be gentle , this ring be misshapen and need to be replace within two month . I would not recommend waste money if this ring will mean something to you , but for a little while it make a nice stand-in .
252	Jewelry	NEG	1	it have be over a month now - and I have not receive this item ! also - another similar item I purchase from the same vendor fall apart just hour after I put it on . no tracking information on the item - either .
872	Jewelry	NEG	1	one star be one too many for this piece of jewelry , but I have no choice , as I have to enter a rating . personally , I believe it deserve 0 star . when I receive the ring in the mail I be pleasantly surprised , as the setting be beautiful and the stone very clear . but after wear it only a few short hour , the stone come loose , unbeknownst to I , and as I later discover , fall out . it be not a expensive piece by any means , so I be not too put out over it , but if you be consider purchase this item , I would suggest pass this one up .
747	Jewelry	NEG	2	the shiping be great it do not take long , but the ring quality leave much to be desire . the hinge be weak both the first one on the right side and the last one break ... you could see that there be not much material hold it together in the first place ... but the rest of the hinge hold .
844	Jewelry	POS	5	I love this ring . it be a little small but I still love it . lightweight for the size . it get here pretty fast .
782	Jewelry	NEG	1	this ring be over price first be not like in the picture one stone be miss and i just open the box really cheap make this be go back for sure
162	Jewelry	POS	5	my daughter eye lite up so very bright when she put this ring on . she have not take it off since put it on she finger . it be beautiful . very nice and shiney . high quality . this item be send in a very pretty box and she keep the box beside she bed . it be just perfect . I highly recommend Gem Avenue . great item , super fast shipping , and no nonsense like with a lot of online purchase . the item be exactly as describe . this seller be honest , informative , and very nice . I will purchase other item from Gem Avenue as this item be exactly as describe . thanks for make my daughter eye shine . Joy
858	Jewelry	NEG	2	I decide that I want something that would go well with my personality , so I decide I would buy one of these and try it out . when I receive it , I be amaze . the craftsmanship and overall design be beautiful , and I think that this would be it . the one thing to bring my chaotic nature to the forefront . with about two month , either the hinge or the hinge hole have break completely leave only the base and finger piece intake to a usable point . then to make matter worse , the base have a slowly evolve crack in it , make adjustment to size impossible with out completely break it to piece . and the fingertip be also begin to develop a crack in it . overall , while be initially impress by the craftsmanship and design , this be a overall fail . I be sorely disappoint in this product and will not be buy and of Dan 's Jewelers other product . this be a disappointment and , to be honest , a embarrassment .
708	Jewelry	POS	5	I buy this as a promise ring . she love it . and the Box . it be awesome . Wooooo !
269	Jewelry	NEG	2	I love this ring when I receive it , however , after wear it one time for a short period of time , the stone split and the top portion fall off . the ring now appear to be miss stone and have lose its sparkle . needless to say I be very disappoint with the quality of my purchase . look nice , but you can not wear it !!!
462	Jewelry	POS	5	what you see be what you get , nice ring , live up to my expectation . fast shipping
610	Jewelry	NEG	1	I call Taos Trading in Jan. for the sizing of the ring , and they tell I they will call I in Feb. when they get more size 7 's in . it be now march , and i have not get any phone call . I be disappointed , i be look forward to buy the ring .
730	Jewelry	NEG	1	I have never write a review for any item that I have purchase at AMAZON , but this be so ugly and cheap look . it doesnt even look like a heart , but rather like a pear shape . it look very cheap like a 25cents toy . I want a refund .
431	Jewelry	NEG	1	I have order from Gem Ave before -lrb- 2x -rrb- the band be not 3mm and look cheap you get what you pay for . the package be rip and the box be what look like pull apart the plastic bag the boxed ring come in look like it have punch though . on top if I be want to return it I have to pay shipping which be cost of half the puchase not worth it I 'll give it to my niece very disappionted Gem Ave
755	Jewelry	NEG	1	I be sorry to find it look cheap . the gold be not a nice color , the gem stone much smaller than I expect . I send it back .
873	Jewelry	NEG	2	in the picture the stone protrude . it be just flat . not real excite about that . and it be tiny . I be expect a little bigger .
826	Jewelry	POS	5	I order this ring for my daughter 's birthday and I be pleasantly surprise when it arrive . the detail be excellent and it be a very pretty , very classy look ring . the tiny antenna add just the right touch , and the stone be a nice shade of red . I like the ring so much that I be go to order one for myself . I think that if you like the picture , you will absolutely love this ring when you see it ! -rrb- ^ . . ^ -lrb-
57	Jewelry	NEG	1	Disappointed ... picture show a bright stone . Mine be dull and the prong setting be not what be show in picture .
969	Jewelry	POS	5	it be a good product overall . fast shipping . good service . i would recommend this product to any guy who be look for gift to give they girlfriend\/wife .
924	Jewelry	NEG	1	hate this thing as soon as I open it . not nearly as `` shiny '' as it be in the pic and the stone do not sparkle at all . the ring look dull , plating have chip off in some place and the stone look terrible -lrb- always have though -rrb- . I end up go to Khols and get a ring for $ 10 that be much more attractive and people actually ask if its real . it amaze I that there be so many people who love this item ; maybe I just get a dud or they have never get a ring out of one of those quarter machine and think this thing be great . .
821	Jewelry	POS	5	well , I honestly think the ring be beautiful . while I be look for a ring to buy here on Amazon.com , I see the ring I buy and I think it look beautiful and lovely so I buy the ring. : -rrb-
218	Jewelry	NEG	1	this look like a nice ring in the picture on the site , but in reality it be really rough . I return it for my money back because I be really disappoint in the quality of the ring . for sixty dollar i be expect something really nicely fabricate , but the outside piece do not spin properly -lrb- at a certain point i have to force it to spin -rrb- , the saldering at the seam be awful and obvious , and there be notch and imperfection all over it . just really disappointingly poor quality . do not trust the picture .
703	Jewelry	NEG	2	I like this item for about a month . then it start to tarnish on the silver . I use silver cleaner and a few other product , but I could not get it clean . I end up toss it . glad I do not pay that much for it .
568	Jewelry	NEG	1	real jade do not break by simply try to squeeze it on a finger ... I seriously doubt this item be genuine jade as the seller claim it to be .
933	Jewelry	POS	5	silver insanity have the best accessory !!! I see the image of the ring on Amazon and immediately fall in love . I love ring that cover you proximal phalanx -lrb- the bone in you finger closest to you hand -rrb- . when I receive the ring , -lrb- earlier than count upon -rrb- , I be a little disappointed to see how little it look and how dainty but that be before I try it on . I be expect the ring to be bulky and glad it be not . the finger surround it be not bother or irritated thx to the ring slimness . I recommend use the ring size chart b\/c I have think I would be a 6 ; turn out , I be a 7 . what be misleading , though , be the picture . the leaf be show bright , but it look noticably darker -lrb- inside the outer rimming of the leaf , to where the gem be -rrb- when you have it in you hand . my finger be long and slender . the ring do not twist or turn about , but it do not cover my proximal phalanx completely . I 'll measure ... from the end of the bottom leave to the end of the top , it be about 3.3 cm . my middle proximal phalanx -lrb- the bone in you middle finger closest to you hand -rrb- be about 3.8 cm . and if you should run you finger through you hair , the leaf will not get entangled ! nice ! you can wear the damn ring everywhere !!! I love it !
516	Jewelry	NEG	2	silver on bottom of ring paper thin and come with mark on it . very poor quality the top of ring be nice .
827	Jewelry	NEG	1	buy this for a birthday gift with another ring . when it be open , the first thing that jump out be very noticible flaw in not one , but two of the heart . since order be place over 30 day ago , too bad for I ! not worth it !
896	Jewelry	POS	4	I do not expect miracle , but this ring be quite nice for the price . of course , the post office be not very nice to it , so it arrive bent . it be pewter , so the ring be very malleable . I really like the way it look , and wish it fit a little better .
484	Jewelry	POS	5	I love my new ring ! it come earlier then the estimate delivery date . it be a moderately small size , definitly delicate enough for a woman . it look just like it do in the picture . I be concern about size , and that the nine would be too small , but it fit perfectly ! when I use the size chart , I measure a comfterably loose ring , and be a size ten . however , this ring I buy in a nine and it fit perfectly , with a comfterable amount of space . I would definitly reccomend this ring !
9	Jewelry	NEG	2	I be tell that the wide of this ring be 3\/8 '' and be 1\/4 '' I realize about that until I receive it . I do not get what I want . the ring its ok .
381	Jewelry	POS	5	I have always like simple onyx ring . this be the first one I would see in a long time that be something I would want to wear . love it .
110	Jewelry	POS	5	I recently buy this ring to wear to work . I work in a factory and be afraid of lose a diamond or damaging my original set . I want something a little flashier than just a plain band . but would not really worry too much about . this ring be perfect . it look great on and when it get a little dirty I just put it in sterling silver cleaner , and it come out look like new . when my mom see it she say she like it better than she own .
370	Jewelry	POS	5	I buy this ring for my 17 year old daughter and she just love it ! the best part be the price , which be under $ 20. , you can not find that in store . she now want to get the matching earring !
652	Jewelry	POS	5	these come in the most beautiful packaging , I can not wait to give they to my kid . I just get marry and I have 2 kid , these be go to be they `` wedding band '' !! I can not think of a more precious gift !
698	Jewelry	POS	4	the ring be very pretty when you get it . however , be curious , I of course take it apart . therefore , it stand to reason , with no direction I be not able to put it back together for the rest of the night . however , when I try the next day by hold the outside frame of the ring , I do accomplish it without direction . it be very tricky though . the one negative be that when you take it apart , the inside be not very pretty . the outside be silver , but the inside be unfinished and dull . I just think it make that look a little cheap , although you can only tell when you take it apart . Mine also do not simply fall apart , but it be loose -- but that make sense because the ring be mean to come apart !
578	Jewelry	POS	5	'  irish friendship \/ Love Claddagh Ring in Sterling Silver size 6 , # 2601-6  delivery be prompt .
575	Jewelry	POS	5	I have have this ring for a few week now and it be still very shiny . I would highly recommend this ring . very pretty and can easily pass as a real diamond , why waste money on a real one . size of stone be perfect not too big , not too small .
152	Jewelry	POS	5	I buy a celtic puzzle ring from silver insanity through Amazon , and I be very impressed with what I receive . not only be my ring ship to I in a timely manner , but I be also impress with how quickly they answer the question I have ! I be sure I will be visit silver insanity again soon . : -rrb-
111	Jewelry	POS	5	the ring be beautiful and be well make . I be impressed that it be so nice with such a low price . I would get another one in a heartbeat !
90	Jewelry	POS	5	the ring be beautiful , so much so that when my teenage daughter crack and break hers after a lot of abuse , she request this same version of the Claddagh . something even more important to I be this be one of almost a dozen item I have purchase from this company from jewelry to a fabulous mortar and pestle set . shipping be quick , item be exactly as state . Taos be trust worthy and I be very , very happy with every item I have purchase from they .
133	Jewelry	POS	5	Easy to complete - follow you tube video available for puzzle ring and you 'll solve in no time .
713	Jewelry	POS	5	a really nice ring , it be really good and with a good price
617	Jewelry	NEG	2	I have no trouble open this pillbox , but once I do I have two surprise . first , it be not polish on the inside . and worse , it have a price sticker on it mark $ 7.90 . deeper and better make be the Frank Lloyd Wirght pillbox for the same price I find on Amazon . although not sterling silver it be much nicer and appropriately price .
909	Jewelry	POS	4	Came fast be right size be very nice look and the kid be very happy to give to there mom
558	Jewelry	POS	5	love love love it ! exactly what I be look for and fit like a charm . no green finger with this gem !
960	Jewelry	NEG	2	the item never come but I be happy with the service they refund I my money . a little disappointed that it do not come because I be look forward to wear it so much .
562	Jewelry	NEG	2	really love the ring , but the stone be not secure in place and fall out after a few day . I have still not get around to have it repair . disappoint because I love the design , but be warn that you stone may fall out too . I be just lucky to save the stone .
38	Jewelry	NEG	1	this ring look very cool although the silver look much darker than the picture , more like pewter -lrb- look like -rrb- . the ring I receive be a size 12 . I be a 10 1\/2 on my ring finger and it be way too big , but too small for my middle finger . the ring on that lay past the knuckle and towards the fingernail be the same size as the ring that sit on the base . what this do wind up do be leave part of the ring that be suppose to bend still in the air because I be able to bend my whole finger and not even move the hinge of the ring . also the hinge be very painful due to the odd spike they use to fasten it together . after four minute of wear I have large indent in my knuckle . remind you that with the ring be about two size too BIG . imagine if this actually fit my finger . the delivery be fast and the sale rep I get be very nice and be allow I to exchange for a different ring that hopefully will fit and not be as painful . I do not know about Dans ' other jewelery but this one stink . just do not buy it .
763	Jewelry	NEG	2	this ring be hollow out , and therefore not as comfortable as a ring that be not . I only wear it a few time and give it to charity .
519	Jewelry	POS	5	I order three of these ring base on other people 's review . they be very pretty , a nice weight , and everyone love they ! I would recommend this ring .
648	Jewelry	POS	5	buy it for my gf , it be look great and fit well . it be very good quality silver !
406	Jewelry	NEG	2	design be lovely . bold with lot of sparkle . the down side be , it be start to lose it be finish . I have try clean it to no avail . if it get much worse , it will be time for the garbage can .
491	Jewelry	POS	5	I buy this ring when , during my pregnancy , my wedding band become too tight . the ring be gorgeous ; I have get several compliment , and always enjoy the surprise when I tell people this be not my ` real ' ring . it have stay sparkly , too , despite the wringer I put it through : no nick or scratch , and it clean quite easily after I get some lotion between the stone .
506	Jewelry	POS	5	this be a inexpensive ring for a great price . it be a good buy for a h niece who love she celtic heritage and the color blue !
463	Jewelry	NEG	1	my husband , neighbor and myself spend the entire night try to solve the puzzle and could not and tarnish what be a beautiful ring when it arrive . we can not solve the puzzle so it be a waste of money .
4	Jewelry	POS	5	I buy this as a gift for we daughter and she love it . and so do all of she friend . the quality be very good and its very pretty .
862	Jewelry	POS	5	I love this ring , it be really nice and look real . I just get it to wear everyday instead of my good one .
365	Jewelry	POS	4	I just receive this ring -lrb- size 8 -rrb- for my wife , who want a sterling band as a birthing gift . I pay ten smacker for expedited shipping , and the company wait one more day before it say the item ship Thursday , from Los Angeles -lrb- to Baltimore -rrb- . I be worry that the ring might not come today -lrb- Monday Christmas Eve -rrb- , and be even grumble about it as I look in my cubby at work , but the size of the shipping box fool I as it sit there , deliver this morning ! it seem like a perfect time as snow be fall , and I write this to share that it be a nice-feeling piece , weight-wise . the dome 's height seem nice , which be the real selling point for I . I want a ring that look and feel like it be just right and do not feel cheap or too light . see the amount of review here , I give it a shot and I be really happy with it ! the ring have that silver stamp quality mark -lrb- 925 -rrb- inside the ring -lrb- I add a image , and you can see the stamp on the production photo -rrb- , which be one sell for I . I have read a couple review of other ring that cost half as much , ask about the lack of a stamp . this show I that this be verify as 92.5 % silver and could be a international production piece , plus add alloy to make the ring harder . as for the finish , it seem like there be a couple cosmetic scratch on it , but I just do not want to return it since we baby girl be due any day now -lrb- due date Jan. 6 , but she be full term -rrb- . I be concerned about return ; that window in my life of wait for the replacement be usually when you want it , and I want to give my wife the ring once she be deliver ! I mean , the phone always ring when I be in the bathroom ... you know how it go ! I shoot some picture so that you 'll see the actual ring , instead of a production shot . it come with a cute little bow-finished jewelry box that be nice too . as the snowflake become larger , I hope this review help , as it be difficult sometimes get the feel of some item that people leave feedback for . I be glad I trust my instinct with this ring because I do not want the dome to be too shallow . this will look nice on she finger , and I be spot-on with the width be 4mm . five mill and I think it might be too wide , but I do not want 3 or less because it seem just a little small . now , let I run out and let some Christmas Eve snowflake light on my tongue !
26	Jewelry	NEG	1	I like the ring at first , but it be tarnish within 2 day .
944	Jewelry	POS	5	Perfect ring to wear occasionally with you wedding band . simple and elegant . solid ring .
655	Jewelry	POS	5	this ring be great for the price . most of my ring be silver , so i buy because it be inexpnesive . I love it . I have get so many compliment . I definity recomm buy it .
650	Jewelry	NEG	1	I think I could wear this ring to save some wear and tear on my diamond but no way would I have order it if I would have know it be so cheap . the stone look plastic and the silver look fake especially around the setting -- look like it come from a bubble gum machine . worst of all the setting be not as depict in the picture it be a four prong not six . do not waste you time , this thing be go back no matter the cost to I just to make the point .
418	Jewelry	NEG	1	buy for every day wear . the stone in the first one fall out , so I return it and order another . same thing happen less than a week later .
647	Jewelry	NEG	1	cheap material . not durable at all . vend machine quality not worth the price .
875	Jewelry	POS	5	the ring be very nice . good quality for a fair price . I like the detail on the side of the ring with the trinity on both side of the ring . you 'll like this product !
469	Jewelry	NEG	2	look great and a good deal , but place of the stone could be better . one of the stone look like it be jam in so the housing be scrape and the stone seem out of place . like the way it fit and look good , but would not buy again .
289	Jewelry	NEG	1	this be a very flimsy and breakable peice of jewlery ... you could not tell from the photo .
390	Jewelry	NEG	2	the first time i get this ring which be last year i get one that be really good , but when i order this one this year -lrb- 2009 -rrb- I get it bent and it look like the diamond be lop side with the ring , i guess that be what you get for a cheap ring under $ 10 not buy from Gem Avenue again .
985	Jewelry	NEG	1	this pill box be extremely difficult to open once it be close . and I be not some arthritic senior citizen , but a active 35 year old with good dexterity . the lid fit too tightly once it be snapped shut , and the lip of the lid be flush with the bottom piece . very aerodynamic I be sure , but you 'll break all you fingernail try to pry it open . I have to use a nail file tip to open it again . also , the craftmanship of the piece be poor in general , especially for a item of this price . the sticker inside say `` make in Thailand '' , and frankly it show . save you money and look for something else .
646	Jewelry	NEG	1	these be not size correctly . I order two different size , both ring be the same circumferance and both too small to fit .
258	Jewelry	NEG	2	the ring arrive in a very nice american Pearl box with polish cloth , velvet bag , and guarantee policy . presentation be very good . the good : the setting be well do . the diamond have good fire and be ` white ' enough to compliment the white gold . they be also color-matched well to each other . they be not exactly the same size on close inspection , but be too small to really notice from more than a few inch away . the bad : the pearl be not black at all like most south sea pearl and have no green overtone . it be medium gray and look nothing like the pearl picture on Amazon or American Pearl 's website . this be also not a 18k ring , it be clearly stamp `` 14k '' inside the band . if the pearl color be not enough to make you return it , the lesser quantity of gold than advertise should be . conclusion : overall it be a very pretty ring even though the pearl do not look anything like the pearl you be expect to receive , nor like 90 % of south sea pearl . the setting be really nice . it be not 18 karat gold make this ring about $ 80-100 less valuable . I contact american Pearl two week ago per the instruction that come in the box , and I have yet to receive a response . to be fair , I will update my review base on they response if one be receive .
209	Jewelry	POS	5	Got this for a birthday present for my teenage daughter and she love it . it be just what she want . good quality and reasonable price .
668	Jewelry	POS	4	I think this be nice look . it be a gift for my 17-yr-old niece , and she must really like it since she lose the original and want the exact same one as a replacement .
614	Jewelry	NEG	2	I love the ring when I receive it . the silver stand up to constant wear without become misshapen . the problem I have be the garnet start to crack and break , and it be only from normal wear , not abuse . it look horrible now . I be very disappointed , since I have only have this ring 4 month .
800	Jewelry	POS	4	this moonstone ring look great , but be kind of bulky . I do not wear it all the time , but when I do , I can not stop play with it in the light . this be a fun ring for a great price .
880	Jewelry	NEG	2	I buy this ring a month ago and wear it every day . it seem to have quite a few scratch for be very new . since I have a office job I do not do anything that would cause it to have so many scratch already . I assume that titanium be more durable than gold or silver but I quess not .
629	Jewelry	POS	5	this ring be well worth the price ! I buy it as a pinky ring and it be just perfect .
199	Jewelry	NEG	1	ring would be perfect if it look like the one in the picture ... the ring i receive look unfinished ... the side cross need more edge ... also the black shading be lack on both side and top ... i will not bother contact Amazon or seller for it be not worth my time or money to have ship back ... I will try to add more shade myself ... if this ring be not the exception i do not recommend it ...
922	Jewelry	POS	4	I love this ring except for the fact when I receive it the receipt that come with it which have a link for a website to the instruction , the link be incorrect . I also try to e-mail the contact e-mail multiple time with no response . the instruction below which someone so graciously post be correct , agree be very cryptic and be difficult to interpret , but I would still be try to put it back together without they . the first time I try to put it back together it take I upward of 2 hour to interpret the instruction and get it together . once you figure it out its not that bad . the groove that they talk about be located on the INSIDE of the band . good luck !
