index	Domain	Label	Rating	Review
494	Jewelry	POS	5	when i see this ring i know i have to have it ! when i get it , it be more beautiful then i ever could imagine ! spoon ring be really differant in so many way . you feel proud just to wear one ! i be glad that i choose this one to be the first of my new collection of spoon ring .
543	Jewelry	POS	5	my husband and son give i this ring for christmas . it be absolutely gorgeous . very well make and beautiful on my finger . i love it !
101	Jewelry	POS	5	i love vintage jewelry and this ring have the look of a vintage art deco piece . cz be brilliant . i receive the item quicker than i have anticipate .
458	Jewelry	POS	5	this ring turn out to be even more beautiful than describe and in the picture . i have be very satisfy with it and love it very much . it be simple yet elegant . very good quality . my husband purchase this as a christmas present for i and i would recommend other do the same .
284	Jewelry	POS	5	i love this ring though the stone be alittle loose but i be gonna find a way to fix it so i can wear it again !!!
428	Jewelry	POS	5	a lot of modern maker of claddagh ring seem to think that the traditional design be not good enough , and that they have to add more `` style . '' i would not have a problem with that if they style be not very often bulky , graceless , or downright ugly . here , however , we have a ring that be elegantly small and tastefully design . there be no strangely deform hand or oversized heart . everything be very nicely in proportion , and small enough that it look very good on even the slightest woman 's finger -lrb- trust i on that one , the woman for whom i buy this have such slight finger , size 5 be almost too big for she -rrb- . also , the silver be cheerfully bright , something the picture do not convey well enough . after consistent daily use , we can see no sign of tarnish or of wear on the inside . this ring be one of the most traditionally , tastefully beautiful claddagh ring i have see , and for the price , it just can not be beat . just be careful which hand you wear it on !
669	Jewelry	POS	5	i love this ring !!! it be light , delicate and feminine as they get . i have get another claddaugh ring here on amazon , but it be soooo big and clunky that i have to return it . i be all about wear feminine jewelry and this ring be just exactly what i be look for . it be sturdy yet so very , very feminine at the same time . when you look at it on the hand , you know it be a lady ' ring !!! the only thing i wish all the silversmith would do be to make ring by .5 , like 6.5 , 7.5 etc. . six be a little too tight , but a seven be too loose for my liking and loose ring drive i nutz .
437	Jewelry	POS	5	the item do not have a full ring to it , so it be adjustable . the item come build so tight that the price barely move . this be ok . let i reassure you , the price can be coax to move if you slowly flex they . this be do so the wearer can adjust the ring to the desire flexibility . the ring part that be suppose to mold around the fingertip be also adjustable and can be adjust by hand . first rate and you should know , very heavy .
430	Jewelry	POS	5	i absolutely love my new ring !! sterling silver ring i have buy in the past have always scratch , but this ring have remain as polished as it look when it first arrive ! i would definitely recommend this ring and i would definitely buy from this company again . excellent service and a very speedy delivery .
545	Jewelry	POS	4	i love this ring ! it be stylish and do not leave a green ring around my finger . the only reason i give it 4 out 5 star be because it run really small . i order it to put on my pointer finger and it be too small even though i order it in a size 11 -lrb- 3x the size of my actual ring size -rrb- . but it fit my middle finger well and i wear it everyday !
100	Jewelry	POS	4	the trick to this pill box be to put you pill in the lid and then close the pill box . this way you can fit more pill and they will not crush because of how the lid fit to the bottom . all seven of my pill fit in this compact pill box . i like it so much that i buy two more as gift . e.
792	Jewelry	POS	5	this ring be absolutely gorgeous . it be suppose to be deliver between thursday and tuesday - it arrive wednesday , a day early , safely package . : -rrb- the ring seem durable , and be absolutely beautiful . definitely not too large for a woman , it seem feminine and sweet . i be so excited to wear it every day . if you be go for a claddagh ring at a decent price , this be definitely the one .
893	Jewelry	POS	5	i also like this ring . the fit -lrb- size 8 -rrb- be perfect . i love the color and the design . i would buy again .
835	Jewelry	POS	5	this diamond be a lot bigger than it look on here ! it be makn i feel all bling bling and stuff !!!
812	Jewelry	POS	5	i receive this ring a week ago , three day after order . the stone be a bright nice shade of green , like in the picture . i order a size 6 , and it fit the finger intend perfectly . i believe i have fall in love !
365	Jewelry	POS	4	i just receive this ring -lrb- size 8 -rrb- for my wife , who want a sterling band as a birthing gift . i pay ten smacker for expedited shipping , and the company wait one more day before it say the item ship thursday , from los angeles -lrb- to baltimore -rrb- . i be worry that the ring might not come today -lrb- monday christmas eve -rrb- , and be even grumble about it as i look in my cubby at work , but the size of the shipping box fool i as it sit there , deliver this morning ! it seem like a perfect time as snow be fall , and i write this to share that it be a nice-feeling piece , weight-wise . the dome 's height seem nice , which be the real selling point for i . i want a ring that look and feel like it be just right and do not feel cheap or too light . see the amount of review here , i give it a shot and i be really happy with it ! the ring have that silver stamp quality mark -lrb- 925 -rrb- inside the ring -lrb- i add a image , and you can see the stamp on the production photo -rrb- , which be one sell for i . i have read a couple review of other ring that cost half as much , ask about the lack of a stamp . this show i that this be verify as 92.5 % silver and could be a international production piece , plus add alloy to make the ring harder . as for the finish , it seem like there be a couple cosmetic scratch on it , but i just do not want to return it since we baby girl be due any day now -lrb- due date jan. 6 , but she be full term -rrb- . i be concerned about return ; that window in my life of wait for the replacement be usually when you want it , and i want to give my wife the ring once she be deliver ! i mean , the phone always ring when i be in the bathroom ... you know how it go ! i shoot some picture so that you 'll see the actual ring , instead of a production shot . it come with a cute little bow-finished jewelry box that be nice too . as the snowflake become larger , i hope this review help , as it be difficult sometimes get the feel of some item that people leave feedback for . i be glad i trust my instinct with this ring because i do not want the dome to be too shallow . this will look nice on she finger , and i be spot-on with the width be 4mm . five mill and i think it might be too wide , but i do not want 3 or less because it seem just a little small . now , let i run out and let some christmas eve snowflake light on my tongue !
652	Jewelry	POS	5	these come in the most beautiful packaging , i can not wait to give they to my kid . i just get marry and i have 2 kid , these be go to be they `` wedding band '' !! i can not think of a more precious gift !
716	Jewelry	POS	4	this ring from silver insanity be ship uber fast ! it come in the condition as show , although the garnet be a little more brown red than the stone picture . so , of course , stone quality vary . it be sturdy and not chinzy feeling . i would feel confident purchasing from they again , and my gift recipient will love it .
560	Jewelry	POS	5	i receive my turquoise band today . it come in a beautiful pink box with bow on top . the band be lovely . i be go to order another one .
943	Jewelry	POS	5	i be look for a cute ring for my daughter . she love it ! thanks .
88	Jewelry	POS	5	this `` dolphin spinner ring '' be one of the best item that i have ever purchase - from anyone ! i do not understand what a `` spinner ring '' be , until i receive this ring . the ` inside ring ' , with the dolphin on it actually spin around so the dolphin be ` swim ' ! i love it so much , i have to get a second ring !
378	Jewelry	POS	5	i purchase the ring for myself and i absolutely love it . it be a lil bigger than i think but its hello kitty i can not complain : -rrb-
278	Jewelry	POS	4	the ring be exactly as advertise . my wife enjoy wear the ring , so everyone be happy !
983	Jewelry	POS	5	i absolutely adore this ring ! it be perfect ! it carry the appearance of a jewelry item more expensive than it actually be and i have receive many compliment on it . 5 star !
23	Jewelry	POS	5	i be impress with the quality and detail of the ring . the person i buy it for love it , and as a jeweler herself , that say alot . i be afraid of the metal when i buy it , but she have have no problem . overall the ring be a gorgeous imitation of history and i would highly recommend it and the company i buy it from .
900	Jewelry	POS	5	this ring be in excellent condition when i receive it , and have no problem with it whatsoever . it be one of my favorite piece of jewelry .
318	Jewelry	POS	5	not show in photo be a very beautiful romanesk set that the stone sit on . one of the nicest piece i have ever purchase under 10 dollar .
996	Jewelry	POS	4	this be a beautiful ring that be of excellent quality . the only reason i do not give it a complete 5 star be because i prefer very dark tiger 's eye and this stone be very light . however , because the overall quality of the ring be so phenomenal , i be keep it . it should be note that the ring sit on the finger at a slant , not upright as in the picture . that be not a problem in appearance , just try to help with a description . i actually prefer the slant look for this ring .
420	Jewelry	POS	5	i buy this for my mom for mother day and i know she be go to love it . it be a beautiful ring , exactly as it be describe , will look great with everything !!
497	Jewelry	POS	5	this be the second year i buy celtic jewelry and my wife just adore it . for the price this stuff can not be beat and will last if u do not ruffhouse it . yes i like it much and i think i 'll buy some for i .
624	Jewelry	POS	5	i get this as a surprise gift . i be worry about the size , but it fit perfectly and he absolutely love it . i have not have experience with titanium ring , but after see how beautiful it look and feel , i would not mind ditch the classic gold band for a titanium one . if you be think about this product go for it , this ring be a nice , medium width band and look great . the only thing that bug i be the shipping , you could not pick what type of shipping you want , and it be $ 15 , which with a total of $ 125 be a hefty price for some .
870	Jewelry	POS	4	the ring have a nice weight to it , without be too heavy . if that make sense . it be pretty solid as well . what be ship to i be very similuar , but be a different ring . the ship have all its tooth and a triangle nose cavity . not a big deal , it just seem a little odd .
923	Jewelry	POS	5	silver insanity have some nice product at good price . i have buy several item for my wife and she be please with all of they .
565	Jewelry	POS	5	i buy this for my son to give he girlfriend as a promise ... lol if she only know ! what a great good deal i get on it . . this be my 3rd purchase from gem ave , and i have to say i cant wait to buy again ! everything they have-sell be nice and affordable ! shipping be lighten fast !!!!
508	Jewelry	POS	5	i buy this ring as gift and the person i buy it for love the ring . the delivery be quick and all other aspect of the order go great .  black onyx celtic claddagh sterling silver ring -lrb- size 6,7,8,9 -rrb-
234	Jewelry	POS	5	well , i have have this ring for about a year now . my ring size be between a 6.5-7 , depend on the ring . i have read the review where it say that the size be a little small , so i buy the size 7 . it fit wonderfully , no problem at all . the ring have a good quality weight to it too . and for i it do not turn my finger green . but then that very rarely happen with my skin anyway . i love all the intricate detail on the design and how the nice blacken in the background really bring out those detail . also , i be incredibly glad all of the design be in good shape , no deformity or anything cover over with a sloppy blacken job . all in all , i be greatly please with this ring and i wear it all the time . when other people notice it they always comment on how they love it and how unique it be .
802	Jewelry	POS	4	the ring come in a cute little present ring box . the band be shiny and the diamond be sparkly . however , when you look closely at the prong , it look a little flimsy . however , overall it look nice .
209	Jewelry	POS	5	got this for a birthday present for my teenage daughter and she love it . it be just what she want . good quality and reasonable price .
658	Jewelry	POS	5	i order this piece for myself , but i think it would make a great gift for any girl . the light really play off the stone and make it sparkle and the silver really shine . should be in any girl 's jewelry collection . great deal as far as price go . jewelry do not have to be expensive to look classic . : - -rrb- enjoy lady ! note to buyer : this be a rhodium finish ring . steam clean when need , no silver cleaner or polish !
65	Jewelry	POS	5	buy two of ring one for my mother and one for my father ... they love they , it be a great anny present . the ring be exactly how the picture show , so perfect !
649	Jewelry	POS	5	i love this ring -- i never take it off . it be beautiful , and fit like a charm . great buy !
181	Jewelry	POS	5	i just get my ring in today & & i absolutely love it . i be afraid that maybe it be go to be too thick but it be the perfect width . size be right on too so that be nice . it be much more shiny in person compare to the photo . i have be wear it for well over 6 hour now & & there be no discoloration on my finger . material be light but still have some good weight to it . best thing be , this ring be not fragile at all & & i will definitely be wear this on a day to day basis !!!
261	Jewelry	POS	5	this product be amazing . the band like many mention be smaller than it appear on the picture but i be perfectly fine with that . i have get many compliment since the moment i first wear it . i be very pleased with it . its small and simple but beautiful . the stone shine like a real diamond and it look amazing on . i recommend it to anyone look for something affordable and cute .
632	Jewelry	POS	5	my girlfriend have a limit on how much i can spend on gift for she , so i can not buy anything expensive . i want to give she something really nice but stay within the limit . this be the best look ring i have see for the price . i have be to place like walmart and target , but this simply beat they in comparison when i be look for a sterling silver ring with a heart shape . the cubic zirconia look brilliant and shine beautifully . i give it to she today for we 1 year and she be very happy . she treasure it and it make we both feel good that if she do in fact lose it during sport or school , we can easily replace it and keep a smile on we face . i buy two ring in different size because i be not completely sure on the size of she finger . the first ring fit and the second ring do not . the ring look so good though , i decide to put it on a necklace to have around my neck so both i and my girlfriend can match even when we be not together .
961	Jewelry	POS	5	the ring setting be very lovely but you can tell that the stone be not real at a glance . but i still love the color ! the blue be so soft and beautiful . it kinda remind i of the sky . except that the color be a bit lighter . still , the ring be lovely . too big , but still ... love it !!!
989	Jewelry	POS	4	when i see this ring , i think gotta have it . it look good-but better , it be comfortable on . as alway i receive great service . i be a real lover of rings-but not just any ring -- unique one and this one be that . the finish on the ring look great with the stone . regards , donna
417	Jewelry	POS	5	i love all the ring in all color . i would definetly buy again from gem .
699	Jewelry	POS	5	this ring be even more beautiful and distinguished look than its picture . be forewarn -- titanium can not be size , so it be imperative that you get size at a jeweler to make a accurate selection . seller also ship item sooner than anticipate . highly recommend !
325	Jewelry	POS	5	follow a burglery i be leave with no jewelery , and this ring dress my hand beautifully . this be fun costume jewelery , which do not look vulgar . the cubic zirconium stone look great .
342	Jewelry	POS	5	its cool ring , i have get many color of it , its strong solid . buy it you will not regret ; -rrb-
17	Jewelry	POS	5	i get this ring and it be even more pretty than the picture . i have have lot of compliment about it .
119	Jewelry	POS	4	it be a great look ring , and there be no problem with the sip ; but the size be the issue . there be no place to pick a size , but nowhere else do it say the size of the ring . so for future buyer be aware of that ... the ring i have be about a size 10 .
734	Jewelry	POS	5	i have order the same ring previously about a year ago , but manage to lose it one day . i like the ring so much , though , that i come back and order a new one because i could not find another like it with the same quality anywhere else for such a great price . i love this ring !
982	Jewelry	POS	5	i get two of this ring for two of my sister who birthday be in december . i also purchase one with a amethyst , one with a sapphire and one with a peridot . now my mother , my three sister , and i can have match birthstone ring . they be attractive and simple enough to be worn to work every day .
499	Jewelry	POS	5	i be so pleased with this ring ! it be even prettier than the picture show . it come fast , and be package beautifully .
301	Jewelry	POS	5	this product be nice , the ring be beautifully finish with no so bling bling look , i be look for something which be elegant yet have some gold touch in it and browse almost 1000 ring before i settle on this one , what even more nice be , that this seller send i shipment overnight fedex as i requesetd to have this ring asap , and they sure do , they reply my email promptly and very curteous , highly recommend they for purchase .
582	Jewelry	POS	5	i love this ring only complaint be that it have get catch on my clothes and bent . i be pretty hard on ring though and it have not break yet . so , that to i show it be make durable .
633	Jewelry	POS	4	the ring be a instant success . my friend love it . it loook amazing . i only hope it be a genuine moonstone . no way of tell it .
616	Jewelry	POS	5	this be a great ring ! i love the color , size be perfect , i could not imagine anything better !
886	Jewelry	POS	5	buy as a christmas gift for my daughter . she love it . detail on the ring be very nice . wear it to a we family gather christmas night and numerous family member comment it on .
25	Jewelry	POS	5	i get this ring as a gift for someone . i notice the review be very complimentary so i go with it . i be very glad i do . this ring be very nice and have a great size and very detailed look . i check at place like walmart , target , and kohl and for be the same price they be extremely inferior . the 1 i see at kohl which be $ 40 look like it be make out of plastic . i check the 1 make in ireland as well and this 1 be even better than that . do not let the be make in thailand thing throw you , its the best example of a classic claddagh ring i have see . the seller also be very fast in ship this out . i order late on a monday evening and recieve by friday . i do not normally review thing , but this def deserve it . i highly recommend .
174	Jewelry	POS	4	its my own fault that i do not read the detail of the ring more carefully before buy . i learn a good lesson too . i will not buy jewelry online anymore . its a pretty ring , do not get i wrong , but its huge ! i be tall -lrb- 5 ' 9 '' -rrb- and have really big hand , so i like the stone on my ring on the bigger side , but this stone be much bigger than i would prefer . the color of the stone be nice though , just like in the picture . i like that its a different shade of purple compare to the other ring , which all seem to be the same shade . this color be a little more wine color . i have no problem with the company that i buy this ring from , i be just mad at myself for buy it without know how big it truly be . if you like big ring , you will love this ring !
820	Jewelry	POS	5	i receive my ring one day earlier than i be expect it . it come in a very cute little box with bow . the ring be gorgeous and fulfil my expectation . i love it ! it be very classically beautiful , sparkly and comfortable . i can not imagine pay such a small price for this ring . very pleased !
517	Jewelry	POS	5	hello , i have have many thumb ring but i truly love this one . i buy it and wear it for quite awhile and then give it to my daughter in law who love it . she lose the ring , so i order she another and one for i , too .
487	Jewelry	POS	5	my title explain it . such a good ring for such a small price tag . i be really blow away . if you be into elephant and ring , get this !
875	Jewelry	POS	5	the ring be very nice . good quality for a fair price . i like the detail on the side of the ring with the trinity on both side of the ring . you 'll like this product !
12	Jewelry	POS	5	the ring be beautiful and special . you will get compliment wherever you go . the most beautiful ring i have ever own .
220	Jewelry	POS	5	it look like the real thing . cubic zirconia jewelry be very popular these day and this particular jewelry item show why !
221	Jewelry	POS	4	so i be a girl and want a armor ring , i fall in love with the bird 's skull and want it ! i know it would have to be resize for my tiny finger but i still go ahead and order it , it do say `` adjustable '' after all . it be beautiful beyond word ! but not as adjustable as i would like . i take it to a jeweler to try to get it fix but since it be pewter , jeweler want nothing to do with it and say it 'll get ruin if he mess with it ... sooooo i be in need of a new jeweler so that i can finally wear it . : -lrb- -lrb-
749	Jewelry	POS	4	for the money that i pay for it , i be not disappoint . it be a very nice ring , but you can def see that it be not a real diamond , which be fine by i . i be hope it look a little more real , but it be good enough for i . a nice gift to give someone just to say you love they .
630	Jewelry	POS	5	my dad get this ring for i , so he be let i write this review on he account . i love this ring ! the two picture of it on here do not do it justice . when i get it , it be nicely package in a little baggie inside a white cardboard box with foam , and it fit perfectly . everything be proportional -- no disturbingly large heart or deform hand , and the silver do not tarnish easily . however , it be fairly malleable and easy to scratch if you be not careful . i get a little scratch mark on the surface of the heart , and it be not really noticeable to anyone -lrb- except myself -rrb- but it still kind of bother i . even if i end up break it i 'll probably buy another of the same . : -rrb-
139	Jewelry	POS	5	lovely , absolutely lovely ... delicate and beautiful , well make and at a great price ! came package very well , and be definitely photograph appropriately , look just like it be picture . i could not be happier !
952	Jewelry	POS	5	i buy this ring as a present for valentine day for my girlfriend . i be a little worried about order a ring off of the internet for two reason . one i be worry about the overall quality of the ring match the picture , which it do . the other be if the size be not correct how would the customer assistance be and it be great . the ring be great quality it be more on the petite side which i like . my girlfriend could not be happier with it . she have problem with nickel base jewelry and it be , like they state nickel-free . i get the size right , twice and they could not have be more helpful in fix this error they not only send i a new one quickly and be more then helpful make sure i get exactly what i have want . thank you taos .
944	Jewelry	POS	5	perfect ring to wear occasionally with you wedding band . simple and elegant . solid ring .
780	Jewelry	POS	5	i love this ring . make well and fill grat on my finger . i would recomend this ring to anybody look for a non-flashy but badass skull ring .
75	Jewelry	POS	4	this ring be a very cute ring . the only problem i have with it be , the petal catch on to some of my clothing . still very cute and good value .
667	Jewelry	POS	5	this be a very simple and beautiful ring . will use on those day travel when i do not want to risk loose or have a expensive diamond ring steal . good replacement
291	Jewelry	POS	5	this ring be very well make and look like it should cost a lot more ! even from a distance it be obvious that it be not ` junk ' metal .
405	Jewelry	POS	5	this be a great ring . i will buy from these people again . let i know when you get some real cool guy bracelet in
645	Jewelry	POS	5	i like this ring . the super polish on it make the tiger eye really stand out and move around . because of the design of the setting , this ring do sit a little sideways on you finger . i happen to like the look . it be different . very good value .
155	Jewelry	POS	5	i have be search for a claddagh righ for a while and i come across this one . it be just what i want . when my boyfriend get the ring he love it ! he think it be nice that it tell he what it mean , since he do not know the meaning of it . all around a great gift to buy . -lrb- 3
894	Jewelry	POS	5	sterling silver blue topaz celtic knot ring -lrb- size 4,5,6,7,8,9 -rrb-  let 's just say i get something in return ; -rrb- these ring be beautifully craft and look good with just about anything ... -lrb- or nothing at all -rrb-
887	Jewelry	POS	5	very pretty ring - i love the triangle cut cz . center stone be a nice red color . set be elegant . i be very happy with this .
186	Jewelry	POS	4	i love my ring , it fit perfectly , i order it on a saturday , it arrive thursday . i have be want to buy a ring for quite a while now , and i love this one . the stone be gorgeous , it shine in low lighting . my only complaint be that the band have receive many scratch since i get it . . i blame it on my wear it almost non-stop , but then again i do not do anything extreme that i would expect to scratch it . the band be very thin , it have not lose it be shape , but it take some get use to a band this thin . overall , i still love this ring , the scratch be not enough to make i regret get it .
563	Jewelry	POS	5	my fiance propose with this ring and i be totally smitten with it ! i be anti `` real '' jewelry from jewelry store so this be absolutely perfect for i . it be gorgeous in its simplicity and i love the way it sparkle -lrb- especially in the sunlight ! -rrb- i often find myself admire it . it be nice and light weight . i get compliment on the ring by other lady a lot as well .
502	Jewelry	POS	4	this be a nice ring , but the cz be too big for i . i buy this and the .925 sterling silver princess cut cz -lrb- from gem avenue -rrb- as engagement ring because some of the review mention that the ` stone ' on this ring be a little larger than expect . i want a small -lrb- less than 1k stone -rrb- , and this be just too big on my hand . i have originally really want a round-cut but the princess-cut have a smaller ` stone ' and i actually end up like the cut better after compare the two . this be still a nice ring for the money though ! gem avenue 's shipping be quick also !
901	Jewelry	POS	4	got this ring as a gift for someone and when they receive it , only average response . so i can not really tell you how it be . i would guess it be ok . maybe it be i they do not like , , , , , lol
375	Jewelry	POS	5	i purchase this ring for a friend who collect elephant . of course the elephant on the ring be nicely detail and set off in silver while the band of the ring be electroplate gold . the ring look like it cost far , far more than the paltry $ 20 charge . i be very pleased with the purchase and so be the recipient . i would suggest make this ring in some larger size for man .
785	Jewelry	POS	5	great craftsmanship ! we daughter have be want one of these ring ever since she first see it on buffy . and she love it ! she also have the match necklace . thanks !
700	Jewelry	POS	4	this be a fun item to own , i spend 2 day try to get it solid again and have to look up the solutionon the internet . i think a solution should be include with the item .
604	Jewelry	POS	4	... but order a larger size than you think you 'll need , because the band be thick and since it be entirely stone there be not as much `` give '' as with a metal ring . i order two jade ring and one of they break the second time i put it on . jade 's not as durable as the other stone they offer . i recomm the agate one as more sturdy .
349	Jewelry	POS	4	i be actually look for a perfect ring for i to wear just before i ever get my class ring . and i find this ! i love how it look a blue green color ! and i order it on standard shipping and it come two day later ! but when i get it , it be a baby blue color instead and when i look at the picture it be blue green but oh well , it still look so good on i ! = 0
453	Jewelry	POS	4	i love this ring , it be just as picture and look very elegant . the only caveat i have be that the shape and structure lend the ring to easy bend -- i have already break a couple solder point . also , i snag it on lot of thing -- clothes mainly -- so i end up shelve the thing more than wear it . but i be pretty rough on my hand , so if you be not , this be a great ring for you .
475	Jewelry	POS	5	this be a beautifully-detailed ring , and the blue topaz be lovely . highly recommend as a purchase if you love fine jewelry .
464	Jewelry	POS	5	this ring . be so pretty . more than what i expect . so happy i get it very true to size and the picture do not do this ring justice
72	Jewelry	POS	5	this be a truely beautiful ring that i would happily have pay much more for . the color of the garnet be perfect and the celtic knot pattern look better than in the picture .
287	Jewelry	POS	4	this ring be simply beautiful . i get a size too big and the customer service be great . i be afraid the design be go to look too gaudy on my finger , but it look classy and elegent . the longer amber go to almost the knuckle , but it be super comfy and definitely not intrusive .
547	Jewelry	POS	5	i choose silver bcz it will not look gaudy and noble . be a mortal , i prefer wear sth plain but pure and clean . i be so happy to have find this ring . it be not shine and glare . rather , it look gentle and elegant with nice shape . once feel `` blur '' from the ring surface , just simply wear it and wash you hand with regular cleasing agent and it resume its freshness ! every friend of mine who see this tol i that i buy the right thing and it fit i perfectly !
842	Jewelry	POS	5	its really a nice ring , i have get few of they , its strong and the colore of it be beutiful
665	Jewelry	POS	5	beautiful ring . fast delivery - i be very satisfied with this product and the delivery . i love ` silver insanity ' !
981	Jewelry	POS	5	this be a absolutely gorgeous ring . as you probably know , most jewelry shop do not offer scorpion jewelry . or if they do offer pendant and ring , they be either way too small , or the design look silly and unrealistic . but this ring be really big , the detail be great , and it just look perfect . the best part be the price . i have spend three time as much money on smaller scorpion piece from ebay in the past . i actually like the fact that it be pewter and not silver ; i be a man and personally do not like to wear anything too shiny or gaudy look . this be a beautiful ring for a price that anyone can afford . if you like scorpion as much as i do , you really need to treat yourself to this ring today .
729	Jewelry	POS	5	i love this ring its gorgeous and i can wear it everywhere and with anything ... it doesnt catch on the pocket of my jeans and i like that a whole lot ! ... i miss wear the ring my ex give i so i want a new one and this be just fantastic !!
531	Jewelry	POS	5	this little ring come in several color , be very comfortable to wear , and do not get in the way of daily life .
196	Jewelry	POS	4	this ring be beautiful and i really like it , but they either send the wrong size or they run small because it do not fit , so i return it .
275	Jewelry	POS	5	i buy this band as a keeper for my too-loose wedding band , and it be just perfect . the quality be good , the size be accurate , and the item be ship to i very quickly . my husband and i be both very pleased and would definitely buy it again if the situation call for it .
217	Jewelry	POS	5	this be a very beautiful ring . the color and quality of the ring be fantastic . enjoy this ring very much .
779	Jewelry	POS	5	i receive this ring in a timely manner . the ring be very detail in its design . i have be compliment on the look and unique look . definetly would recommend this .
111	Jewelry	POS	5	the ring be beautiful and be well make . i be impressed that it be so nice with such a low price . i would get another one in a heartbeat !
577	Jewelry	POS	5	i originally order this for my girlfriend 's birthday but i be not able to wait that long . i open it up when it first arrive . at first i be unsatisfied since it have look cloudy . think i have fail i simply leave it by the window and go to workout . two hour later i be ready to pack it up and return it when i have actually notice the diamond be radiate and the coral itself make a impression on you . -lrb- i myself put it on since we have similar finger size -rrb- all i can say be , the reaction on she face be speechless . i be scared but then reassure as she leap to my arm . woohoo ! oh yeah ! free gift , bracelet ? why not !
271	Jewelry	POS	5	if your looking for finger armor than this be the ring for you ! my family and friend go crazy when they see it . it take get use to -lrb- a little uncomfortable -rrb- but i love it just the same .
61	Jewelry	POS	5	i be very pleased with this ring . have have it approximately one year and have receive many compliment . its size be perfect and not once have it tarnish in the length of time i have own and wear it . very , very satisfied !
674	Jewelry	POS	5	i order this ring for my daughter , who be very petite . i think i order a size 5 but receive a size 10 . omg be my first reaction but then a dear dear friend come to mind and it be perfect . she be a bigger girl , 5ft . 10 in . and the ring look beautiful and she be thrill .
202	Jewelry	POS	5	get this as a replacement wedding ring ... i have lose two ring so i want something not be cheap but do not look cheap ... well just get the ring in and think i hit the nail with this one ... great fit and finish sizing be perfect shipping be quick ... 3 day ... and you can not beat the price ...
432	Jewelry	POS	5	i buy this for my boyfriend base on previous purchaser review . they be right ! the picture do not do it justice . it be a great size and quite manly , which be a little hard to find sometimes with these ring . my boyfriend be a firefighter so he be pretty hard on he jewelry and so far it have hold up quite well .
895	Jewelry	POS	5	this be a christmas gift for my daugher-in-law , and she absolutely love it . she say it be more comfortable than a similar band ring she have , and it be the perfect size to complement she other jewelry , not too thick , not too thin .
701	Jewelry	POS	5	this be a nice ss band . very sturdy , not too thin and flimsy . i be very happy with this purchase .
828	Jewelry	POS	5	for $ 8 , you can not get a prettier ring . i wear mine all the time . it be not perfect , but seriously , if you be look for perfection with $ 8 ... i do not know what to tell you . i be seriously consider buy the other shape of solitaire ring that gem avenue have for sale . awesome !!
525	Jewelry	POS	4	sterling silver heart solitaire pink topaz ring  great for a teen gift , or just to show you care .
963	Jewelry	POS	5	i buy this ring to tide i over while my finger size be change due to arthritis . i be pleasantly surprise when it arrive in a very pretty small ring box . the ring be beautiful , very highly polished and the stone just glisten . i be save this ring to wear for special occasion because wear it make i feel special . i love it !!!
